Attributes,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Symbols,AAPL,TSLA,IBM,AAPL,TSLA,IBM,AAPL,TSLA,IBM,AAPL,TSLA,IBM,AAPL,TSLA,IBM,AAPL,TSLA,IBM
Date,,,,,,,,,,,,,,,,,,
2015-01-02,100.2164535522461,219.30999755859375,129.24151611328125,109.33000183105469,219.30999755859375,162.05999755859375,111.44000244140625,223.25,163.30999755859375,107.3499984741211,213.25999450683594,161.0,111.38999938964844,222.8699951171875,161.30999755859375,53204600.0,4764400.0,5525500.0
2015-01-05,97.39318084716797,210.08999633789062,127.20793151855469,106.25,210.08999633789062,159.50999450683594,108.6500015258789,216.5,161.27000427246094,105.41000366210938,207.16000366210938,159.19000244140625,108.29000091552734,214.5500030517578,161.27000427246094,64285500.0,5368500.0,4880400.0
2015-01-06,97.40237426757812,211.27999877929688,124.464599609375,106.26000213623047,211.27999877929688,156.07000732421875,107.43000030517578,214.1999969482422,159.9600067138672,104.62999725341797,204.2100067138672,155.1699981689453,106.54000091552734,210.05999755859375,159.6699981689453,65797100.0,6261900.0,6146700.0
2015-01-07,98.76815032958984,210.9499969482422,123.6511001586914,107.75,210.9499969482422,155.0500030517578,108.19999694824219,214.77999877929688,157.1999969482422,106.69999694824219,209.77999877929688,154.02999877929688,107.19999694824219,213.35000610351562,157.1999969482422,40105900.0,2968400.0,4701800.0
2015-01-08,102.56307220458984,210.6199951171875,126.33865356445312,111.88999938964844,210.6199951171875,158.4199981689453,112.1500015258789,213.8000030517578,159.0399932861328,108.69999694824219,210.00999450683594,155.5500030517578,109.2300033569336,212.80999755859375,156.24000549316406,59364500.0,3442500.0,4236800.0
2015-01-09,102.67304992675781,206.66000366210938,126.88892364501953,112.01000213623047,206.66000366210938,159.11000061035156,113.25,209.97999572753906,160.33999633789062,110.20999908447266,204.9600067138672,157.25,112.66999816894531,208.9199981689453,158.4199981689453,53699500.0,4668300.0,4488300.0
2015-01-12,100.14311981201172,202.2100067138672,124.7596206665039,109.25,202.2100067138672,156.44000244140625,112.62999725341797,204.47000122070312,159.25,108.80000305175781,199.25,155.75999450683594,112.5999984741211,203.0500030517578,159.0,49650800.0,5950300.0,4187600.0
2015-01-13,101.03227996826172,204.25,125.0546875,110.22000122070312,204.25,156.80999755859375,112.80000305175781,207.61000061035156,159.97000122070312,108.91000366210938,200.91000366210938,155.67999267578125,111.43000030517578,203.32000732421875,157.25999450683594,67091900.0,4477300.0,4377500.0
2015-01-14,100.64728546142578,192.69000244140625,124.24922943115234,109.80000305175781,192.69000244140625,155.8000030517578,110.48999786376953,195.1999969482422,156.49000549316406,108.5,185.0,153.74000549316406,109.04000091552734,185.8300018310547,154.86000061035156,48956600.0,11551900.0,4690300.0
2015-01-15,97.9156723022461,191.8699951171875,123.26829528808594,106.81999969482422,191.8699951171875,154.57000732421875,110.05999755859375,195.75,156.97000122070312,106.66000366210938,190.0,154.16000366210938,110.0,194.49000549316406,156.69000244140625,60014000.0,5216500.0,4248400.0
2015-01-16,97.15485382080078,193.07000732421875,125.3178482055664,105.98999786376953,193.07000732421875,157.13999938964844,107.58000183105469,194.49000549316406,157.6300048828125,105.19999694824219,189.64999389648438,153.82000732421875,107.02999877929688,190.6999969482422,153.82000732421875,78513300.0,3603200.0,5756000.0
2015-01-20,99.65730285644531,191.92999267578125,125.16631317138672,108.72000122070312,191.92999267578125,156.9499969482422,108.97000122070312,194.1199951171875,157.3300018310547,106.5,187.0399932861328,154.02999877929688,107.83999633789062,193.8699951171875,156.6999969482422,49899900.0,4503200.0,8392800.0
2015-01-21,100.4181137084961,196.57000732421875,121.29052734375,109.55000305175781,196.57000732421875,152.08999633789062,111.05999755859375,198.67999267578125,154.5,108.2699966430664,189.50999450683594,151.07000732421875,108.94999694824219,189.5500030517578,153.02999877929688,48575900.0,4153000.0,11897100.0
2015-01-22,103.03055572509766,201.6199951171875,123.9222412109375,112.4000015258789,201.6199951171875,155.38999938964844,112.47000122070312,203.24000549316406,155.72000122070312,109.72000122070312,195.1999969482422,151.75999450683594,110.26000213623047,197.0,151.94000244140625,53796400.0,4116900.0,6120100.0
2015-01-23,103.56219482421875,201.2899932861328,124.3050308227539,112.9800033569336,201.2899932861328,155.8699951171875,113.75,203.5,157.60000610351562,111.52999877929688,198.3300018310547,154.88999938964844,112.30000305175781,200.2899932861328,155.02999877929688,46464800.0,3438600.0,4834800.0
2015-01-26,103.67218780517578,206.5500030517578,124.6958236694336,113.0999984741211,206.5500030517578,156.36000061035156,114.36000061035156,208.6199951171875,159.4600067138672,112.80000305175781,201.0500030517578,155.77000427246094,113.73999786376953,201.8300018310547,158.25999450683594,55615000.0,3234500.0,7888100.0
2015-01-27,100.04229736328125,205.97999572753906,122.5505599975586,109.13999938964844,205.97999572753906,153.6699981689453,112.4800033569336,208.02999877929688,155.08999633789062,109.02999877929688,203.3000030517578,152.58999633789062,112.41999816894531,204.4199981689453,154.94000244140625,95568700.0,2781000.0,5659600.0
2015-01-28,105.69796752929688,199.3699951171875,120.85987091064453,115.30999755859375,199.3699951171875,151.5500030517578,118.12000274658203,206.3699951171875,154.52999877929688,115.30999755859375,198.4199981689453,151.5500030517578,117.62999725341797,206.11000061035156,154.0,146477100.0,3149600.0,4495900.0
2015-01-29,108.98871612548828,205.1999969482422,123.99401092529297,118.9000015258789,205.1999969482422,155.47999572753906,119.19000244140625,205.97999572753906,155.5800018310547,115.55999755859375,196.5,149.52000427246094,116.31999969482422,201.07000732421875,151.3800048828125,84436400.0,3548100.0,8320800.0
2015-01-30,107.39376831054688,203.60000610351562,122.2634506225586,117.16000366210938,203.60000610351562,153.30999755859375,120.0,207.47000122070312,155.24000549316406,116.8499984741211,203.0,153.0399932861328,118.4000015258789,203.9600067138672,153.91000366210938,83745500.0,3007000.0,6563600.0
2015-02-02,108.74124145507812,210.94000244140625,123.340087890625,118.62999725341797,210.94000244140625,154.66000366210938,119.16999816894531,211.9499969482422,154.66000366210938,116.08000183105469,203.3000030517578,151.50999450683594,118.05000305175781,203.97000122070312,154.0,62739100.0,4149200.0,4712200.0
2015-02-03,108.75955963134766,218.36000061035156,126.37849426269531,118.6500015258789,218.36000061035156,158.47000122070312,119.08999633789062,220.3699951171875,158.60000610351562,117.61000061035156,211.27000427246094,154.75,118.5,213.22000122070312,154.75,51915700.0,4826200.0,5539400.0
2015-02-04,109.59370422363281,218.5500030517578,125.17430877685547,119.55999755859375,218.5500030517578,156.9600067138672,120.51000213623047,221.47999572753906,158.7100067138672,118.30999755859375,216.8000030517578,156.6999969482422,118.5,218.2899932861328,157.2100067138672,70149700.0,3305400.0,3678500.0
2015-02-05,110.37590789794922,220.99000549316406,125.9319076538086,119.94000244140625,220.99000549316406,157.91000366210938,120.2300033569336,225.47999572753906,158.58999633789062,119.25,219.63999938964844,157.14999389648438,120.0199966430664,219.8800048828125,157.2899932861328,42246200.0,3522900.0,5253600.0
2015-02-06,109.44646453857422,217.36000061035156,125.85964965820312,118.93000030517578,217.36000061035156,156.72000122070312,120.25,223.39999389648438,158.0800018310547,118.44999694824219,216.5,156.22999572753906,120.0199966430664,222.0,157.33999633789062,43706600.0,3243900.0,3256500.0
2015-02-09,110.17346954345703,217.47999572753906,125.0806655883789,119.72000122070312,217.47999572753906,155.75,119.83999633789062,217.92999267578125,157.5,118.43000030517578,211.99000549316406,155.39999389648438,118.55000305175781,215.3800048828125,156.0,38889800.0,3472400.0,3057700.0
2015-02-10,112.29004669189453,216.2899932861328,127.33733367919922,122.0199966430664,216.2899932861328,158.55999755859375,122.1500015258789,220.5,158.55999755859375,120.16000366210938,215.0,155.0800018310547,120.16999816894531,217.5500030517578,156.74000549316406,62008500.0,5390500.0,4440600.0
2015-02-11,114.92201232910156,212.8000030517578,127.04822540283203,124.87999725341797,212.8000030517578,158.1999969482422,124.91999816894531,214.74000549316406,159.08999633789062,122.5,207.27999877929688,157.1699981689453,122.7699966430664,212.2100067138672,157.75999450683594,73561800.0,9769100.0,3626700.0
2015-02-12,116.37602233886719,202.8800048828125,127.30520629882812,126.45999908447266,202.8800048828125,158.52000427246094,127.4800033569336,203.08999633789062,159.5,125.56999969482422,193.27999877929688,158.08999633789062,126.05999755859375,193.57000732421875,158.72000122070312,74474500.0,15649600.0,3333100.0
2015-02-13,116.94658660888672,203.77000427246094,128.81500244140625,127.08000183105469,203.77000427246094,160.39999389648438,127.27999877929688,205.99000549316406,160.8000030517578,125.6500015258789,200.91000366210938,158.63999938964844,127.27999877929688,202.89999389648438,158.77999877929688,54272200.0,6191000.0,3706900.0
2015-02-17,117.63677215576172,204.35000610351562,129.26473999023438,127.83000183105469,204.35000610351562,160.9600067138672,128.8800048828125,205.6999969482422,161.41000366210938,126.91999816894531,201.5,159.72999572753906,127.48999786376953,205.6999969482422,159.75,63152400.0,3979600.0,2894500.0
2015-02-18,118.455810546875,204.4600067138672,130.2525634765625,128.72000122070312,204.4600067138672,162.19000244140625,128.77999877929688,206.1699981689453,162.47000122070312,127.44999694824219,202.60000610351562,160.63999938964844,127.62999725341797,204.1699981689453,161.86000061035156,44891700.0,2713600.0,4358400.0
2015-02-19,118.20733642578125,211.7100067138672,131.61776733398438,128.4499969482422,211.7100067138672,163.88999938964844,129.02999877929688,212.44000244140625,164.49000549316406,128.3300018310547,203.75,161.44000244140625,128.47999572753906,205.0,162.0500030517578,37362400.0,5154100.0,3504400.0
2015-02-20,119.17359924316406,217.11000061035156,131.42501831054688,129.5,217.11000061035156,163.64999389648438,129.5,217.60000610351562,164.33999633789062,128.0500030517578,209.80999755859375,162.08999633789062,128.6199951171875,210.77999877929688,163.63999938964844,48948400.0,5982100.0,3353000.0
2015-02-23,122.3945083618164,207.33999633789062,130.83074951171875,133.0,207.33999633789062,162.91000366210938,133.0,218.1999969482422,164.39999389648438,129.66000366210938,206.3300018310547,162.5,130.02000427246094,215.66000366210938,164.22999572753906,70974100.0,8499800.0,2714400.0
2015-02-24,121.63068389892578,204.11000061035156,132.3726806640625,132.1699981689453,204.11000061035156,164.8300018310547,133.60000610351562,207.2899932861328,164.99000549316406,131.1699981689453,201.6999969482422,161.50999450683594,132.94000244140625,207.2899932861328,162.49000549316406,69228100.0,6603600.0,4701600.0
2015-02-25,118.52021789550781,203.75999450683594,130.7504425048828,128.7899932861328,203.75999450683594,162.80999755859375,131.60000610351562,207.13999938964844,164.9600067138672,128.14999389648438,202.5800018310547,162.5800018310547,131.55999755859375,204.94000244140625,164.94000244140625,74711700.0,3909500.0,4004600.0
2015-02-26,120.02024841308594,207.19000244140625,129.1924591064453,130.4199981689453,207.19000244140625,160.8699951171875,130.8699951171875,211.08999633789062,164.13999938964844,126.61000061035156,202.22000122070312,159.77000427246094,128.7899932861328,204.0,163.74000549316406,91287500.0,6472900.0,7110800.0
2015-02-27,118.21653747558594,203.33999633789062,130.05177307128906,128.4600067138672,203.33999633789062,161.94000244140625,130.57000732421875,208.5500030517578,162.2899932861328,128.24000549316406,202.8000030517578,160.16000366210938,130.0,206.89999389648438,160.8699951171875,62014800.0,3882100.0,4410000.0
2015-03-02,118.79629516601562,197.3300018310547,128.87924194335938,129.08999633789062,197.3300018310547,160.47999572753906,130.27999877929688,203.33999633789062,161.94000244140625,128.3000030517578,195.8300018310547,159.80999755859375,129.25,202.6999969482422,161.94000244140625,48096700.0,7922100.0,5917900.0
2015-03-03,119.04476165771484,199.55999755859375,129.32095336914062,129.36000061035156,199.55999755859375,161.02999877929688,129.52000427246094,200.24000549316406,161.75,128.08999633789062,195.32000732421875,160.0,128.9600067138672,196.80999755859375,160.27000427246094,37816300.0,4432300.0,3234400.0
2015-03-04,118.2901382446289,202.44000244140625,128.02796936035156,128.5399932861328,202.44000244140625,159.4199981689453,129.55999755859375,202.52000427246094,160.55999755859375,128.32000732421875,197.2100067138672,158.72000122070312,129.10000610351562,199.25,160.5399932861328,31666300.0,4222000.0,3633600.0
2015-03-05,116.33000946044922,200.6300048828125,129.44139099121094,126.41000366210938,200.6300048828125,161.17999267578125,128.75,206.19000244140625,161.5,125.76000213623047,200.14999389648438,159.6999969482422,128.5800018310547,202.85000610351562,159.86000061035156,56517100.0,4877000.0,3791700.0
2015-03-06,116.50484466552734,193.8800048828125,127.28912353515625,126.5999984741211,193.8800048828125,158.5,129.3699951171875,200.75,161.44000244140625,126.26000213623047,192.14999389648438,158.05999755859375,128.39999389648438,199.2100067138672,160.19000244140625,72842100.0,6712400.0,4540200.0
2015-03-09,117.00180053710938,190.8800048828125,129.1121368408203,127.13999938964844,190.8800048828125,160.77000427246094,129.57000732421875,194.49000549316406,161.14999389648438,125.05999755859375,188.25,158.1999969482422,127.95999908447266,194.38999938964844,158.1999969482422,88528500.0,6736700.0,5193900.0
2015-03-10,114.58150482177734,190.32000732421875,126.73502349853516,124.51000213623047,190.32000732421875,157.80999755859375,127.22000122070312,193.5,160.22999572753906,123.80000305175781,187.60000610351562,157.80999755859375,126.41000366210938,188.4600067138672,159.60000610351562,68856600.0,5579700.0,4601000.0
2015-03-11,112.49252319335938,193.74000549316406,125.92388916015625,122.23999786376953,193.74000549316406,156.8000030517578,124.7699966430664,196.17999267578125,159.13999938964844,122.11000061035156,191.00999450683594,155.94000244140625,124.75,191.14999389648438,158.57000732421875,68939000.0,4974900.0,5709900.0
