id,price
18019,89.66021
10977,89.66021
3461,31.099985
9964,49.814457
35955,89.64667
43093,31.099985
25403,89.66021
38169,41.95799
26438,86.17015
17867,89.64667
5115,69.97805
34443,89.66021
10547,41.95799
41524,50.099487
12325,17.60077
27461,31.099985
31632,89.66021
3031,49.814457
44205,24.949986
28694,31.10006
14621,89.64667
19330,49.814457
4196,31.10006
14394,50.099487
38918,31.099985
17270,49.814457
9533,89.66021
32947,89.64667
17987,89.66021
18772,74.92808
33750,89.64667
29333,50.099487
13326,86.17015
37180,31.10006
30357,89.64667
15394,79.339516
9578,50.099487
25832,49.814457
43548,25.147604
23083,41.95799
6997,24.949986
19619,74.92808
23028,89.66021
21345,89.64667
42614,86.17015
7963,50.099487
17224,31.099985
24946,49.814457
12493,50.099487
5320,41.95799
11583,17.60077
36370,89.66021
33021,49.814457
9178,24.949986
1795,89.66021
14945,49.814457
43225,31.10006
36016,74.92808
5782,49.814457
16644,89.66021
35015,50.099487
32408,89.66021
15303,31.10006
33169,89.66021
27412,50.099487
23614,69.97805
30963,49.814457
17837,31.099985
28583,89.66021
17341,17.60077
4315,25.147604
24280,24.949986
28468,89.66021
6250,89.64667
1598,31.10006
44134,89.64667
18842,89.64667
32904,89.64667
45944,89.66021
30518,89.64667
16168,25.147604
6529,24.949978
32844,79.339516
45671,34.503334
14576,41.95799
28537,89.66021
26837,74.92808
3221,50.099487
37838,72.658195
38723,50.099487
11910,50.099487
31761,24.949978
23771,31.10006
18350,50.099487
18814,50.099487
20158,31.099985
35728,50.099487
18450,49.814457
36804,89.66021
7883,49.814457
12223,89.66021
8121,89.66021
45333,50.099487
39158,49.814457
23340,52.14278
29084,86.17015
26398,89.66021
36729,50.099487
42504,74.92808
37596,89.64667
365,89.66021
26935,74.92808
15819,49.814457
30442,41.95799
15667,31.099985
32054,73.95618
12102,86.17015
3002,89.64667
16223,89.66021
16419,69.97805
38883,31.10006
13164,50.099487
44228,89.64667
32389,89.66021
46581,89.64667
10643,31.099985
13230,89.66021
26211,49.814457
29300,89.66021
27112,89.66021
29327,31.099985
26280,89.64667
21093,79.339516
16453,31.099985
45223,79.339516
6613,34.503334
48301,25.147604
29820,31.10006
4854,74.92808
1421,74.92808
43410,89.64667
42641,86.29309
13926,25.147604
22183,89.64667
45900,50.099487
25824,31.10006
47830,31.099985
39949,52.14278
40595,89.66021
4440,73.95618
14259,89.64667
5986,89.66021
30223,89.64667
31558,31.10006
32326,49.814457
35592,31.10006
10998,74.92808
35113,50.099487
45861,73.95618
47688,50.099487
35566,89.66021
21499,50.099487
30313,74.92808
19912,74.92808
29904,49.814457
23085,50.099487
40459,31.099985
26378,89.64667
17647,49.814457
9419,24.949978
26307,89.64667
10732,24.949986
15830,50.099487
37915,50.099487
22910,89.66021
3774,31.10006
18270,49.814457
11784,89.64667
8116,49.814457
29462,89.66021
25181,31.10006
15861,89.64667
7001,89.66021
4063,49.814457
38151,50.099487
18291,73.95618
43232,73.95618
42952,89.66021
44613,49.814457
20706,89.66021
24872,73.95618
11266,79.339516
27952,89.66021
23462,50.099487
38651,89.66021
14244,89.66021
40125,49.814457
31393,31.10006
6572,41.95799
38396,41.95799
44025,25.147604
21287,34.503334
42646,31.10006
32497,31.099985
7328,89.66021
41034,72.658195
20951,89.66021
30216,50.099487
18811,89.66021
30198,34.503334
8681,24.949978
3647,31.099985
22639,89.64667
42326,101.14979
17481,89.64667
36038,49.814457
20210,49.814457
20377,74.92808
40159,50.099487
1973,24.949978
6487,89.66021
38974,89.64667
8480,31.10006
44972,25.147604
34951,50.099487
623,50.099487
42232,50.099487
10143,49.814457
29908,89.64667
31843,74.92808
22487,24.949986
44678,49.814457
43836,46.248703
27845,50.099487
29058,89.66021
27699,50.099487
21217,89.66021
14990,89.64667
38673,89.66021
11712,89.66021
34133,31.10006
46429,46.248703
1273,73.95618
4473,49.814457
43924,79.79675
11385,99.98732
44061,89.64667
31090,25.147604
8727,49.814457
33482,89.64667
20559,89.64667
13345,89.64667
46767,49.814457
37898,47.41569
18222,89.66021
35088,31.10006
14854,31.10006
44722,31.099985
36498,31.099985
4300,17.60077
14821,89.64667
18444,25.147604
20174,89.66021
11813,74.92808
28137,49.814457
41937,50.099487
70,17.60077
8406,89.66021
1932,49.814457
1535,89.66021
10069,24.949986
20607,50.099487
16258,24.949978
38835,69.97805
8927,89.64667
42059,89.66021
43751,89.66021
45231,89.64667
32290,89.66021
5865,34.503334
26654,73.95618
2411,73.95618
45997,50.099487
44439,50.099487
9270,17.60077
44070,89.64667
14116,49.814457
47958,31.099985
15623,49.814457
11917,49.814457
14053,31.099985
28050,89.66021
29277,89.66021
44940,24.949978
41531,17.60077
45051,89.64667
40960,74.92808
11261,49.814457
24908,49.814457
13364,89.64667
39993,50.099487
28983,31.10006
47393,50.099487
9216,24.949978
2922,24.949986
37553,34.503334
38473,89.66021
28959,34.503334
37761,89.66021
26386,31.10006
3693,31.10006
37985,89.66021
26237,89.66021
21748,73.95618
46776,89.64667
42684,69.97805
31099,74.92808
42,89.64667
23874,86.29309
17349,86.17015
31055,31.099985
30455,49.814457
37000,89.66021
37640,89.66021
24847,49.814457
31352,89.66021
38031,50.099487
7744,89.66021
20797,89.66021
30742,53.881134
46981,31.10006
42795,86.29309
31459,89.64667
10719,49.814457
39340,89.66021
42430,89.66021
38381,89.66021
792,73.95618
6998,34.503334
8870,73.95618
43487,69.97805
1892,31.10006
30940,52.60389
15820,31.099985
4071,49.814457
12929,74.92808
33154,89.64667
21463,99.98732
11748,31.10006
29775,31.099985
33874,79.79675
39356,24.949978
5780,17.60077
41470,73.95618
7821,49.814457
12820,49.814457
23648,49.814457
14609,41.95799
14277,89.64667
34726,49.814457
38215,31.099985
12667,89.64667
35615,89.66021
2175,41.95799
37233,49.814457
27369,49.814457
41165,73.95618
