id,price
18019,72.17175
10977,76.47062
3461,29.408073
9964,72.17175
35955,72.17175
43093,29.408073
25403,76.47062
38169,32.15692
26438,76.47062
17867,76.47062
5115,76.47062
34443,76.47062
10547,32.15692
41524,68.49179
12325,32.15692
27461,29.408073
31632,76.47062
3031,72.17175
44205,29.408073
28694,29.408073
14621,72.17175
19330,76.47062
4196,29.408073
14394,72.17175
38918,29.408073
17270,76.47062
9533,76.47062
32947,76.47062
17987,76.47062
18772,68.49179
33750,68.49179
29333,68.49179
13326,72.17175
37180,29.408073
30357,76.47062
15394,78.392914
9578,76.47062
25832,76.47062
43548,32.15692
23083,32.15692
6997,29.408073
19619,76.47062
23028,76.47062
21345,76.47062
42614,76.47062
7963,72.17175
17224,29.408073
24946,68.49179
12493,68.49179
5320,32.15692
11583,32.15692
36370,76.47062
33021,68.49179
9178,29.408073
1795,72.17175
14945,68.49179
43225,29.408073
36016,76.47062
5782,68.49179
16644,72.17175
35015,68.49179
32408,76.47062
15303,29.408073
33169,76.47062
27412,72.17175
23614,68.49179
30963,68.49179
17837,29.408073
28583,72.17175
17341,32.15692
4315,32.15692
24280,29.408073
28468,76.47062
6250,72.17175
1598,29.408073
44134,76.47062
18842,76.47062
32904,72.17175
45944,76.47062
30518,76.47062
16168,32.15692
6529,29.408073
32844,78.392914
45671,32.15692
14576,32.15692
28537,72.17175
26837,68.49179
3221,68.49179
37838,72.35908
38723,76.47062
11910,76.47062
31761,29.408073
23771,29.408073
18350,68.49179
18814,76.47062
20158,29.408073
35728,68.49179
18450,72.17175
36804,76.47062
7883,76.47062
12223,76.47062
8121,76.47062
45333,68.49179
39158,72.17175
23340,68.49179
29084,76.47062
26398,72.17175
36729,76.47062
42504,68.49179
37596,72.17175
365,76.47062
26935,68.49179
15819,68.49179
30442,32.15692
15667,29.408073
32054,68.49179
12102,76.47062
3002,72.17175
16223,76.47062
16419,68.49179
38883,29.408073
13164,68.49179
44228,72.17175
32389,72.17175
46581,72.17175
10643,29.408073
13230,76.47062
26211,68.49179
29300,76.47062
27112,76.47062
29327,29.408073
26280,72.17175
21093,78.392914
16453,29.408073
45223,78.392914
6613,32.15692
48301,32.15692
29820,29.408073
4854,68.49179
1421,68.49179
43410,76.47062
42641,62.816826
13926,32.15692
22183,72.17175
45900,68.49179
25824,29.408073
47830,29.408073
39949,68.49179
40595,76.47062
4440,72.17175
14259,72.17175
5986,72.17175
30223,76.47062
31558,29.408073
32326,68.49179
35592,29.408073
